fpl_hostname,fpl_name,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-412,Kepler-412 b,0,2014,1.7208604,0.0000003,-0.0000003,0,0.02897,0.00093,-0.00092,0,0.0038,0.0087,-0.0032,0,299.07803,39.72875,-6.03877,0,Mass,15.031,0.493,-0.516,0,0.52,0.13,-0.04,0,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,1056,36,-36,0,5750,90,-90,0,4.3,0.07,-0.07,0,0.272,0.022,-0.024,0,1.17,0.09,-0.09,0,1.29,0.04,-0.04,0,5.37,1.44,-1.36,0
Kepler-413,Kepler-413 b,0,2014,66.262,0.024,-0.021,0,0.3553,0.002,-0.0018,0,0.1181,0.0018,-0.0017,0,67,22,-21,0,Mass,4.347,0.099,-0.099,0,3.2,1,-1,0,19h14m02.55s,288.51062,+51d09m44.9s,51.162472,848.13,22.21,-21.16,0,4700,,,0,4.57,0.01,-0.01,0,-0.43,0.027,-0.029,0,0.82,0.01,-0.01,0,0.78,0.01,-0.01,0,,,,
Kepler-414,Kepler-414 b,0,2014,4.7,,,0,,,,,,,,,3.5,3.4,-2.9,0,Mass,1.71,0.31,-0.14,0,3.85,,,0,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,440,37.87,-26.7,0,5381,54.33,-106,0,4.47,0.05,-0.08,0,-0.198,0.009,-0.009,0,0.89,,,0,0.95,,,0,5.5,3.6,-3.28,0
Kepler-414,Kepler-414 c,0,2014,7.171,,,0,,,,,,,,,29.9,12.4,-10.5,0,Mass,3.01,0.54,-0.25,0,6.02,,,0,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,440,37.87,-26.7,0,5381,54.33,-106,0,4.47,0.05,-0.08,0,-0.198,0.009,-0.009,0,0.89,,,0,0.95,,,0,5.5,3.6,-3.28,0
Kepler-415,Kepler-415 b,0,2014,4.176,,,0,,,,,,,,,119.9,102.1,-87.4,0,Mass,1.21,0.13,-0.1,0,372,,,0,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,617,32,-29.69,0,4375,88,-88,0,4.62,0.02,-0.03,0,-0.888,0.02,-0.021,0,0.67,,,0,0.64,,,0,4.9,5.55,-2.91,0
Kepler-415,Kepler-415 c,0,2014,8.708,,,0,,,,,,,,,5.71,,,0,M-R relationship,2.254,0.159,-0.122,0,2.74,,,0,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,617,32,-29.69,0,4375,88,-88,0,4.62,0.02,-0.03,0,-0.888,0.02,-0.021,0,0.67,,,0,0.64,,,0,4.9,5.55,-2.91,0
Kepler-416,Kepler-416 b,0,2014,6.319,,,0,,,,,,,,,58.2,53.4,-39.5,0,Mass,2.48,0.99,-0.33,0,21,,,0,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,711,69.19,-49.6,0,5428,69.5,-74,0,4.42,0.06,-0.08,0,-0.027,0.016,-0.016,0,1,,,0,1.07,,,0,4.9,2.57,-2.6,0
Kepler-416,Kepler-416 c,0,2014,12.209,,,0,,,,,,,,,6.57,,,0,M-R relationship,2.45,0.26,-0.16,0,2.45,,,0,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,711,69.19,-49.6,0,5428,69.5,-74,0,4.42,0.06,-0.08,0,-0.027,0.016,-0.016,0,1,,,0,1.07,,,0,4.9,2.57,-2.6,0
Kepler-417,Kepler-417 b,0,2014,12.331,,,0,,,,,,,,,11,9.3,-7.9,0,Mass,2.31,0.86,-0.17,0,4.9,,,0,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,981,62.1,-55.63,0,4970.75,90.9,-73.42,0,4.57,0.03,-0.06,0,-0.429,0.043,-0.048,0,0.9,,,0,0.81,,,0,4.9,6.09,-3,0
Kepler-417,Kepler-417 c,0,2014,15.943,,,0,,,,,,,,,7.7,,,0,M-R relationship,2.69,0.19,-0.14,0,2.17,,,0,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,981,62.1,-55.63,0,4970.75,90.9,-73.42,0,4.57,0.03,-0.06,0,-0.429,0.043,-0.048,0,0.9,,,0,0.81,,,0,4.9,6.09,-3,0
Kepler-418,Kepler-418 b,0,2014,86.67856,0.00007,-0.00007,0,,,,,0.2,0.11,-0.11,0,349.6,,,1,Mass,13.45,1.79,-1.79,0,,,,,19h37m44.04s,294.433512,+38d21m19.6s,38.35545,1017,127.68,-84.04,0,5820,100,-100,0,4.35,0.1,-0.1,0,0.05,0.024,-0.025,0,0.98,0.08,-0.08,0,1.09,0.14,-0.14,0,7,3,-4,0
Kepler-419,Kepler-419 b,0,2014,69.7546,0.0007,-0.0009,0,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,794.5,95.3,-95.3,0,Mass,10.8,1.4,-1.3,0,3.5,2.3,-1.4,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,872,70.19,-56.75,0,6430,79,-79,0,4.1,0.12,-0.12,0,0.713,0.022,-0.023,0,1.39,0.08,-0.07,0,1.74,0.07,-0.07,0,1.29,0.3,-0.2,0
Kepler-419,Kepler-419 c,0,2014,675.47,0.11,-0.11,0,1.68,0.03,-0.03,0,0.184,0.002,-0.002,0,2320.1,127.1,-127.1,0,Mass,12.6,,,0,6.37,,,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,872,70.19,-56.75,0,6430,79,-79,0,4.1,0.12,-0.12,0,0.713,0.022,-0.023,0,1.39,0.08,-0.07,0,1.74,0.07,-0.07,0,1.29,0.3,-0.2,0
Kepler-42,Kepler-42 b,0,2011,1.2137672,0.0000046,-0.0000046,0,0.0116,,,0,0.04,0.2,-0.04,0,0.399,,,0,M-R relationship,0.78,0.22,-0.22,0,4.62,,,0,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,3068,174,-174,0,5.01,0.06,-0.06,0,-2.62,0.3,-0.3,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,4.5,0.5,-1,-1
Kepler-42,Kepler-42 c,0,2011,0.45328509,0.00000097,-0.00000097,0,0.006,,,0,0,0.1,0,0,0.315,,,0,M-R relationship,0.73,0.2,-0.2,0,4.45,,,0,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,3068,174,-174,0,5.01,0.06,-0.06,0,-2.62,0.3,-0.3,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,4.5,0.5,-1,-1
Kepler-42,Kepler-42 d,0,2011,1.865169,0.000014,-0.000014,0,0.0154,,,0,0.02,0.22,-0.02,0,0.13,,,0,M-R relationship,0.57,0.18,-0.18,0,3.86,,,0,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,3068,174,-174,0,5.01,0.06,-0.06,0,-2.62,0.3,-0.3,0,0.13,0.05,-0.05,0,0.17,0.04,-0.04,0,4.5,0.5,-1,-1
Kepler-421,Kepler-421 b,0,2014,704.1984,0.0016,-0.0016,0,1.219,0.089,-0.089,0,0.041,0.095,-0.034,0,16.1,,,0,M-R relationship,4.16,0.19,-0.16,0,1.23,,,0,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320,20,-20,0,5308,50,-50,0,4.61,0.1,-0.1,0,-0.398,0.061,-0.071,0,0.79,0.03,-0.03,0,0.76,0.03,-0.03,0,4,0.8,-0.8,0
Kepler-422,Kepler-422 b,0,2014,7.8914483,0.0000005,-0.00000051,0,0.082,0.011,-0.01,0,0.55,,,1,136.66,41.32,-41.32,0,Mass,12.89,1.23,-1.23,0,0.38,0.11,-0.11,0,18h50m31.12s,282.629656,+46d19m24.1s,46.323357,692,102.44,-70.28,0,5972,84,-84,0,4.31,0.07,-0.07,0,0.24,0.08,-0.1,0,1.15,0.06,-0.06,0,1.24,0.12,-0.12,0,3.4,0.9,-1.1,0
Kepler-423,Kepler-423 b,0,2014,2.6843285,0.00000007,-0.00000007,0,0.03585,0.00052,-0.00114,0,0.019,0.028,-0.014,0,189.101,25.743,-25.743,0,Mass,13.361,0.583,-0.583,0,0.459,0.083,-0.083,0,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,725,75,-75,0,5560,80,-80,0,4.41,0.04,-0.04,0,-0.054,0.019,-0.02,0,0.85,0.04,-0.04,0,0.95,0.04,-0.04,0,11,2,-2,0
Kepler-424,Kepler-424 b,0,2014,3.3118644,0.00000039,-0.00000039,0,0.044,0.005,-0.004,0,0.076,,,1,327.35,41.32,-41.32,0,Mass,9.98,0.9,-0.67,0,1.94,0.25,-0.25,0,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,698.39,9.94,-9.69,0,5460,81,-81,0,4.5,0.05,-0.05,0,-0.15,0.06,-0.07,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,4.9,3.3,-2.4,0
Kepler-424,Kepler-424 c,0,2014,223.3,2.1,-2.1,0,0.73,0.08,-0.07,0,,,,,2215.18,197.05,-197.05,0,Msini,12.7,,,0,5.94,,,0,19h54m29.97s,298.62489,+48d34m38.8s,48.577454,698.39,9.94,-9.69,0,5460,81,-81,0,4.5,0.05,-0.05,0,-0.15,0.06,-0.07,0,1.01,0.05,-0.05,0,0.94,0.06,-0.06,0,4.9,3.3,-2.4,0
Kepler-425,Kepler-425 b,0,2014,3.79701816,0.00000019,-0.00000019,0,0.0464,0.0008,-0.0008,0,0.33,,,1,79.45,25.43,-25.43,0,Mass,10.962,0.247,-0.247,0,0.27,0.07,-0.07,0,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650,20,-20,0,5170,70,-70,0,4.54,0.01,-0.01,0,-0.323,0.031,-0.031,0,0.93,0.05,-0.05,0,0.86,0.02,-0.02,0,5,4,-4,0
Kepler-426,Kepler-426 b,0,2014,3.21751883,0.00000019,-0.00000019,0,0.0414,0.001,-0.001,0,0.18,,,1,108.06,25.43,-25.43,0,Mass,12.22,0.34,-0.34,0,0.26,0.06,-0.06,0,19h17m44.31s,289.434628,+49d28m24.2s,49.4734,880,30,-30,0,5725,90,-90,0,4.47,0.01,-0.01,0,-0.089,0.042,-0.042,0,0.91,0.06,-0.06,0,0.92,0.02,-0.02,0,6,4,-4,0
Kepler-427,Kepler-427 b,0,2014,10.290994,0.0000011,-0.0000011,0,0.091,0.01,-0.01,0,0.57,,,1,92.17,28.6,-28.6,0,Mass,13.79,2.35,-2.35,0,0.16,0.14,-0.14,0,19h13m01.10s,288.25458,+43d42m17.5s,43.704868,1100,150,-150,0,5800,70,-70,0,4.14,0.12,-0.12,0,0.29,0.13,-0.13,0,0.96,0.06,-0.06,0,1.35,0.2,-0.2,0,7,4,-4,0
Kepler-428,Kepler-428 b,0,2014,3.52563254,0.00000015,-0.00000015,0,0.0433,0.0009,-0.0009,0,0.22,,,1,403.63,60.39,-60.39,0,Mass,12.11,0.34,-0.34,0,1.02,0.15,-0.15,0,19h22m19.61s,290.581722,+40d34m38.6s,40.5774,720,25,-25,0,5150,100,-100,0,4.57,0.01,-0.01,0,-0.39,0.05,-0.05,0,0.87,0.05,-0.05,0,0.8,0.02,-0.02,0,5,4,-4,0
Kepler-43,Kepler-43 b,0,2011,3.0240949,0.0000006,-0.0000006,0,0.046,0.0026,-0.0025,0,0.017,0.027,-0.009,0,1026.5909,82.6358,-82.6358,0,Mass,13.664,0.729,-0.717,0,5,7,-5,0,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1950,250,-250,0,6041,143,-143,0,4.26,0.05,-0.05,0,0.344,0.019,-0.02,0,1.32,0.09,-0.09,0,1.42,0.07,-0.07,0,2.3,0.8,-0.7,0
Kepler-430,Kepler-430 b,0,2015,35.968,,,0,0.2244,,,0,,,,,10.6,,,0,M-R relationship,3.25,,,0,1.7,,,0,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,816,127.28,-99.96,0,5884,75,-75,0,4.15,0.15,-0.15,0,0.294,0.021,-0.022,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,5.13,1.55,-2.09,0
Kepler-430,Kepler-430 c,0,2015,110.979,,,0,0.4757,,,0,,,,,3.71,,,0,M-R relationship,1.75,,,0,3.8,,,0,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,816,127.28,-99.96,0,5884,75,-75,0,4.15,0.15,-0.15,0,0.294,0.021,-0.022,0,1.17,0.13,-0.1,0,1.49,0.27,-0.23,0,5.13,1.55,-2.09,0
Kepler-431,Kepler-431 b,0,2015,6.803,,,0,0.0719,,,0,,,,,0.37,,,0,M-R relationship,0.764,,,0,4.56,,,0,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,427,84.14,-72.3,0,6004,75,-75,0,4.4,0.15,-0.15,0,0.483,0.008,-0.008,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,4.27,0.9,-0.962,0
Kepler-431,Kepler-431 c,0,2015,8.703,,,0,0.0847,,,0,,,,,0.229,,,0,M-R relationship,0.668,,,0,4.22,,,0,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,427,84.14,-72.3,0,6004,75,-75,0,4.4,0.15,-0.15,0,0.483,0.008,-0.008,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,4.27,0.9,-0.962,0
Kepler-431,Kepler-431 d,0,2015,11.922,,,0,0.1045,,,0,,,,,1.41,,,0,M-R relationship,1.11,,,0,5.67,,,0,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,427,84.14,-72.3,0,6004,75,-75,0,4.4,0.15,-0.15,0,0.483,0.008,-0.008,0,1.07,0.06,-0.04,0,1.09,0.19,-0.11,0,4.27,0.9,-0.962,0
Kepler-432,Kepler-432 b,0,2015,52.501129,0.000067,-0.000053,0,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,1719.4603,101.7056,-57.2094,0,Mass,12.834,0.404,-0.437,0,4.46,0.37,-0.29,0,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,20,-20,0,4995,78,-78,0,3.35,0.01,-0.01,0,0.926,0.017,-0.018,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,4.2,0.8,-1,0
Kepler-432,Kepler-432 c,0,2015,406.2,3.9,-2.5,0,,,,,0.498,0.029,-0.059,0,772.3269,69.9226,-76.2792,0,Msini,13.3,,,0,1.8,,,0,19h33m07.73s,293.282206,+48d17m09.2s,48.2859,870,20,-20,0,4995,78,-78,0,3.35,0.01,-0.01,0,0.926,0.017,-0.018,0,1.32,0.1,-0.07,0,4.06,0.12,-0.08,0,4.2,0.8,-1,0
Kepler-433,Kepler-433 b,0,2015,5.33408384,0.0000011,-0.0000011,0,0.0679,0.0027,-0.0027,0,0.119,0.079,-0.079,0,896.24,165.26,-165.26,0,Mass,16.25,1.79,-1.79,0,1.13,0.32,-0.32,0,19h50m22.48s,297.593651,+40d58m38.2s,40.977268,1870,210,-210,0,6360,140,-140,0,3.89,0.06,-0.06,0,0.88,0.11,-0.11,0,1.46,0.17,-0.17,0,2.26,0.25,-0.25,0,2.67,0.91,-0.91,0
Kepler-434,Kepler-434 b,0,2015,12.8747099,0.000005,-0.000005,0,0.1143,0.003,-0.003,0,0.131,0.072,-0.072,0,908.96,111.24,-111.24,0,Mass,12.67,2.91,-2.02,0,2.4,1.3,-1.3,0,19h34m20.73s,293.586381,+42d55m44.1s,42.928913,1240,120,-120,0,5977,95,-95,0,4.24,0.06,-0.06,0,0.33,0.11,-0.11,0,1.2,0.09,-0.09,0,1.38,0.13,-0.13,0,4,1.7,-1.7,0
Kepler-435,Kepler-435 b,0,2015,8.6001536,0.0000018,-0.0000018,0,0.0948,0.0018,-0.0018,0,0.114,0.077,-0.077,0,266.97,47.67,-47.67,0,Mass,22.31,2.02,-2.02,0,0.131,0.037,-0.037,0,19h29m08.96s,292.287328,+43d11m50.2s,43.197281,2070,200,-200,0,6161,94,-94,0,3.61,0.05,-0.07,0,1.129,0.089,-0.089,0,1.54,0.09,-0.09,0,3.21,0.3,-0.3,0,2.25,0.42,-0.42,0
Kepler-436,Kepler-436 b,0,2015,64.00205,0.00072,-0.00072,0,0.339,0.134,-0.053,0,0.19,0.13,-0.11,-1,7.9,,,0,M-R relationship,2.73,0.23,-0.24,0,2.13,,,0,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,34,-30,0,4651,100,-100,0,4.62,0.01,-0.03,0,-0.701,0.078,-0.058,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,3,7.7,-0.3,0
Kepler-436,Kepler-436 c,0,2016,16.79713874,0.00008561,-0.00008561,0,,,,,,,,,6.04,,,0,M-R relationship,2.33,0.19,-0.14,0,2.62,,,0,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,34,-30,0,4651,100,-100,0,4.62,0.01,-0.03,0,-0.701,0.078,-0.058,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,3,7.7,-0.3,0
Kepler-437,Kepler-437 b,0,2015,66.65062,0.00033,-0.00032,0,0.288,0.066,-0.04,0,0.02,0.08,-0.02,-1,5.22,,,0,M-R relationship,2.14,0.22,-0.17,0,2.93,,,0,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417,24,-21,0,4551,100,-100,0,4.63,0.01,-0.03,0,-0.762,0.08,-0.059,0,0.71,0.03,-0.03,0,0.68,0.03,-0.02,0,2.9,7.5,-0.3,0
Kepler-438,Kepler-438 b,0,2015,35.23319,0.00025,-0.00029,0,0.166,0.051,-0.042,0,0.03,0.1,-0.03,-1,1.46,,,0,M-R relationship,1.12,0.16,-0.17,0,5.71,,,0,18h46m34.99s,281.645806,+41d57m03.9s,41.951092,145,20,-23,0,3748,112,-112,0,4.74,0.06,-0.03,0,-1.357,0.142,-0.138,0,0.54,0.04,-0.06,0,0.52,0.04,-0.06,0,4.4,0.8,-0.7,0
Kepler-439,Kepler-439 b,0,2015,178.1396,0.0016,-0.0018,0,0.563,0.165,-0.08,0,0.03,0.08,-0.03,-1,5.65,,,0,M-R relationship,2.24,0.16,-0.45,0,2.76,,,0,18h43m12.38s,280.801566,+44d02m02.4s,44.033994,693,66,-38,0,5431,100,-100,0,4.51,0.04,-0.07,0,-0.236,0.102,-0.063,0,0.88,0.04,-0.04,0,0.87,0.08,-0.04,0,7.2,3.6,-3.9,0
Kepler-44,Kepler-44 b,0,2011,3.2467293,0.000003,-0.000003,0,0.0446,0.0011,-0.0011,0,0.066,,,1,317.82,31.78,-31.78,0,Mass,12.22,0.78,-0.78,0,0.93,0.19,-0.17,0,20h00m24.56s,300.102352,+45d45m43.7s,45.762142,2250,300,-300,0,5800,100,-100,0,4.22,0.04,-0.04,0,0.213,0.031,-0.033,0,1.12,0.08,-0.08,0,1.35,0.08,-0.08,0,5.8,2.4,-1.5,0
Kepler-440,Kepler-440 b,0,2015,101.11141,0.00087,-0.00068,0,0.242,0.066,-0.041,0,0.34,0.12,-0.19,-1,4.12,,,0,M-R relationship,1.86,0.24,-0.19,0,3.52,,,0,19h01m23.99s,285.349952,+41d27m07.9s,41.452206,261,16,-46,0,4134,154,-154,0,4.71,0.05,-0.02,0,-1.102,0.111,-0.142,0,0.57,0.04,-0.05,0,0.56,0.03,-0.05,0,1.3,0.6,-0.2,0
Kepler-441,Kepler-441 b,0,2015,207.2482,0.0022,-0.002,0,0.64,0.32,-0.13,0,0.1,0.11,-0.1,-1,3.33,,,0,M-R relationship,1.64,0.22,-0.24,0,4.15,,,0,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284,28,-48,0,4340,177,-177,0,4.71,0.05,-0.02,0,-1.051,0.154,-0.15,0,0.57,0.05,-0.05,0,0.55,0.04,-0.05,0,1.9,0.5,-0.4,0
Kepler-442,Kepler-442 b,0,2015,112.3053,0.0024,-0.0028,0,0.409,0.209,-0.06,0,0.04,0.08,-0.04,-1,2.36,,,0,M-R relationship,1.34,0.11,-0.18,0,5.39,,,0,19h01m27.98s,285.366589,+39d16m48.3s,39.280081,342,19,-22,0,4402,100,-100,0,4.67,0.02,-0.02,0,-0.932,0.081,-0.064,0,0.61,0.03,-0.03,0,0.6,0.02,-0.02,0,2.9,8.1,-0.2,0
Kepler-443,Kepler-443 b,0,2015,177.6693,0.0031,-0.003,0,0.495,0.186,-0.075,0,0.11,0.15,-0.11,-1,6.04,,,0,M-R relationship,2.33,0.19,-0.22,0,2.62,,,0,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779,45,-38,0,4723,100,-100,0,4.61,0.02,-0.03,0,-0.664,0.079,-0.058,0,0.74,0.03,-0.03,0,0.71,0.03,-0.02,0,3.2,7.5,-0.4,0
Kepler-444,Kepler-444 b,0,2015,3.6001053,0.0000083,-0.000008,0,0.04178,0.00079,-0.00079,0,0.16,0.21,-0.1,0,0.0374,,,0,M-R relationship,0.403,0.016,-0.014,0,3.14,,,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,0,5046,74,-74,0,4.56,0.01,-0.01,0,-0.43,0.001,-0.001,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,11.23,0.91,-0.99,0
Kepler-444,Kepler-444 c,0,2015,4.5458841,0.000007,-0.0000071,0,0.04881,0.00093,-0.00093,0,0.31,0.12,-0.15,0,0.0793,,,0,M-R relationship,0.497,0.021,-0.017,0,3.55,,,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,0,5046,74,-74,0,4.56,0.01,-0.01,0,-0.43,0.001,-0.001,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,11.23,0.91,-0.99,0
Kepler-444,Kepler-444 d,0,2015,6.189392,0.000012,-0.000012,0,0.06,0.0011,-0.0011,0,0.18,0.16,-0.12,0,0.2,0.5,-0.1,0,Mass,0.53,0.022,-0.019,0,7.9,20.6,-5.7,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,0,5046,74,-74,0,4.56,0.01,-0.01,0,-0.43,0.001,-0.001,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,11.23,0.91,-0.99,0
Kepler-444,Kepler-444 e,0,2015,7.743493,0.000017,-0.000016,0,0.0696,0.0013,-0.0013,0,0.1,0.2,-0.07,0,0.1,0.2,-0.1,0,Mass,0.546,0.017,-0.015,0,4.8,6.5,-3.9,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,0,5046,74,-74,0,4.56,0.01,-0.01,0,-0.43,0.001,-0.001,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,11.23,0.91,-0.99,0
Kepler-444,Kepler-444 f,0,2015,9.740486,0.000013,-0.000013,0,0.0811,0.0015,-0.0015,0,0.29,0.2,-0.19,0,0.332,,,0,M-R relationship,0.741,0.041,-0.04,0,4.48,,,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,0,5046,74,-74,0,4.56,0.01,-0.01,0,-0.43,0.001,-0.001,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,11.23,0.91,-0.99,0
Kepler-445,Kepler-445 b,0,2015,2.984151,0.000011,-0.000011,0,,,,,0,,,0,3.12,,,0,M-R relationship,1.58,0.23,-0.23,0,4.35,,,0,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,,,0,3157,60,-60,0,4.83,0.02,-0.02,0,-1.939,0.202,-0.165,0,0.18,0.04,-0.04,0,0.21,0.03,-0.03,0,6.61,5.5,-4.43,0
Kepler-445,Kepler-445 c,0,2015,4.871229,0.000011,-0.000011,0,,,,,0,,,0,6.85,,,0,M-R relationship,2.51,0.36,-0.36,0,2.38,,,0,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,,,0,3157,60,-60,0,4.83,0.02,-0.02,0,-1.939,0.202,-0.165,0,0.18,0.04,-0.04,0,0.21,0.03,-0.03,0,6.61,5.5,-4.43,0
Kepler-445,Kepler-445 d,0,2015,8.15275,0.0004,-0.0004,0,,,,,0,,,0,2.1,,,0,M-R relationship,1.25,0.19,-0.19,0,5.91,,,0,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90,,,0,3157,60,-60,0,4.83,0.02,-0.02,0,-1.939,0.202,-0.165,0,0.18,0.04,-0.04,0,0.21,0.03,-0.03,0,6.61,5.5,-4.43,0
Kepler-446,Kepler-446 b,0,2015,1.565409,0.0000033,-0.0000033,0,,,,,0,,,0,2.86,,,0,M-R relationship,1.5,0.25,-0.25,0,4.66,,,0,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,,,0,3359,60,-60,0,4.87,0.03,-0.03,0,-2,0.146,-0.222,0,0.22,0.05,-0.05,0,0.24,0.04,-0.04,0,3.72,6.22,-2.19,0
Kepler-446,Kepler-446 c,0,2015,3.036179,0.0000055,-0.0000055,0,,,,,0,,,0,1.41,,,0,M-R relationship,1.11,0.18,-0.18,0,5.67,,,0,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,,,0,3359,60,-60,0,4.87,0.03,-0.03,0,-2,0.146,-0.222,0,0.22,0.05,-0.05,0,0.24,0.04,-0.04,0,3.72,6.22,-2.19,0
Kepler-446,Kepler-446 d,0,2015,5.148921,0.000022,-0.000022,0,,,,,0,,,0,2.39,,,0,M-R relationship,1.35,0.22,-0.22,0,5.34,,,0,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120,,,0,3359,60,-60,0,4.87,0.03,-0.03,0,-2,0.146,-0.222,0,0.22,0.05,-0.05,0,0.24,0.04,-0.04,0,3.72,6.22,-2.19,0
Kepler-447,Kepler-447 b,0,2015,7.79430132,0.00000182,-0.00000182,0,0.0769,0.0062,-0.0079,0,0.123,0.037,-0.036,0,435.41,152.55,-146.2,0,Mass,18.49,6.61,-6.28,0,0.4,0.94,-0.32,0,19h01m04.46s,285.268586,+48d33m36.0s,48.560013,283,11.29,-10.03,0,5493,62,-62,0,4.4,0.1,-0.1,0,-0.204,0.005,-0.005,0,1,0.21,-0.21,0,1.05,0.19,-0.19,0,2.69,2.02,-1.16,0
Kepler-449,Kepler-449 b,0,2015,12.58242,0.00027,-0.00027,0,,,,,0.03,0.28,-0.03,0,4.88,,,0,M-R relationship,2.056,0.069,-0.069,0,3.09,,,0,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279,7.98,-7.68,0,5654,81.39,-87.01,0,4.09,0.01,-0.01,0,0.298,,,0,0.97,0.05,-0.05,0,1.47,0.03,-0.03,0,9.77,1.4,-1.3,0
Kepler-449,Kepler-449 c,0,2015,33.6727,0.001,-0.001,0,,,,,0.05,0.24,-0.05,0,8.07,,,0,M-R relationship,2.764,0.086,-0.086,0,2.1,,,0,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,279,7.98,-7.68,0,5654,81.39,-87.01,0,4.09,0.01,-0.01,0,0.298,,,0,0.97,0.05,-0.05,0,1.47,0.03,-0.03,0,9.77,1.4,-1.3,0
